,FIPS,year,state,state_po,county,candidatevotes,candidate,party,totalvotes,state_po
936,8111.0,2012,Colorado,CO,San Juan,266.0,Barack Obama,democrat,506,CO
939,8113.0,2012,Colorado,CO,San Miguel,2992.0,Barack Obama,democrat,4256,CO
943,8115.0,2012,Colorado,CO,Sedgwick,881.0,Mitt Romney,republican,1338,CO
945,8117.0,2012,Colorado,CO,Summit,9347.0,Barack Obama,democrat,15312,CO
949,8119.0,2012,Colorado,CO,Teller,8702.0,Mitt Romney,republican,13407,CO
952,8121.0,2012,Colorado,CO,Washington,2076.0,Mitt Romney,republican,2591,CO
955,8123.0,2012,Colorado,CO,Weld,63775.0,Mitt Romney,republican,115866,CO
958,8125.0,2012,Colorado,CO,Yuma,3490.0,Mitt Romney,republican,4577,CO
960,9001.0,2012,Connecticut,CT,Fairfield,217294.0,Barack Obama,democrat,396130,CT
963,9003.0,2012,Connecticut,CT,Hartford,244639.0,Barack Obama,democrat,392240,CT
967,9005.0,2012,Connecticut,CT,Litchfield,47201.0,Mitt Romney,republican,92427,CT
969,9007.0,2012,Connecticut,CT,Middlesex,47855.0,Barack Obama,democrat,83538,CT
972,9009.0,2012,Connecticut,CT,New Haven,218972.0,Barack Obama,democrat,361026,CT
975,9011.0,2012,Connecticut,CT,New London,67144.0,Barack Obama,democrat,115102,CT
978,9013.0,2012,Connecticut,CT,Tolland,25957.0,Barack Obama,democrat,46588,CT
981,9015.0,2012,Connecticut,CT,Windham,25957.0,Barack Obama,democrat,46494,CT
984,10001.0,2012,Delaware,DE,Kent,35527.0,Barack Obama,democrat,68696,DE
987,10003.0,2012,Delaware,DE,New Castle,167082.0,Barack Obama,democrat,252012,DE
991,10005.0,2012,Delaware,DE,Sussex,52119.0,Mitt Romney,republican,93229,DE
993,11001.0,2012,District of Columbia,DC,District of Columbia,267070.0,Barack Obama,democrat,293764,DC
996,12001.0,2012,Florida,FL,Alachua,69699.0,Barack Obama,democrat,120418,FL
1000,12003.0,2012,Florida,FL,Baker,8975.0,Mitt Romney,republican,11368,FL
1003,12005.0,2012,Florida,FL,Bay,56876.0,Mitt Romney,republican,79861,FL
1006,12007.0,2012,Florida,FL,Bradford,8219.0,Mitt Romney,republican,11635,FL
1009,12009.0,2012,Florida,FL,Brevard,159300.0,Mitt Romney,republican,285559,FL
1011,12011.0,2012,Florida,FL,Broward,508312.0,Barack Obama,democrat,756422,FL
1015,12013.0,2012,Florida,FL,Calhoun,4366.0,Mitt Romney,republican,6152,FL
1018,12015.0,2012,Florida,FL,Charlotte,47996.0,Mitt Romney,republican,84682,FL
1021,12017.0,2012,Florida,FL,Citrus,44662.0,Mitt Romney,republican,73935,FL
1024,12019.0,2012,Florida,FL,Clay,70022.0,Mitt Romney,republican,96589,FL
1027,12021.0,2012,Florida,FL,Collier,96520.0,Mitt Romney,republican,149112,FL
1030,12023.0,2012,Florida,FL,Columbia,18429.0,Mitt Romney,republican,27163,FL
1033,12027.0,2012,Florida,FL,Desoto,5587.0,Mitt Romney,republican,9865,FL
1036,12029.0,2012,Florida,FL,Dixie,5052.0,Mitt Romney,republican,6941,FL
1039,12031.0,2012,Florida,FL,Duval,211615.0,Mitt Romney,republican,411848,FL
1042,12033.0,2012,Florida,FL,Escambia,88711.0,Mitt Romney,republican,148502,FL
1045,12035.0,2012,Florida,FL,Flagler,26969.0,Mitt Romney,republican,50595,FL
1048,12037.0,2012,Florida,FL,Franklin,3570.0,Mitt Romney,republican,5474,FL
1050,12039.0,2012,Florida,FL,Gadsden,15770.0,Barack Obama,democrat,22499,FL
1054,12041.0,2012,Florida,FL,Gilchrist,5917.0,Mitt Romney,republican,7909,FL
1057,12043.0,2012,Florida,FL,Glades,2344.0,Mitt Romney,republican,3989,FL
1060,12045.0,2012,Florida,FL,Gulf,4995.0,Mitt Romney,republican,7108,FL
1063,12047.0,2012,Florida,FL,Hamilton,3138.0,Mitt Romney,republican,5407,FL
1066,12049.0,2012,Florida,FL,Hardee,4696.0,Mitt Romney,republican,7226,FL
1069,12051.0,2012,Florida,FL,Hendry,5355.0,Mitt Romney,republican,10185,FL
1072,12053.0,2012,Florida,FL,Hernando,44938.0,Mitt Romney,republican,83667,FL
1075,12055.0,2012,Florida,FL,Highlands,25915.0,Mitt Romney,republican,42444,FL
1077,12057.0,2012,Florida,FL,Hillsborough,286467.0,Barack Obama,democrat,542102,FL
1081,12059.0,2012,Florida,FL,Holmes,6919.0,Mitt Romney,republican,8274,FL
1084,12061.0,2012,Florida,FL,Indian River,43450.0,Mitt Romney,republican,71464,FL
1087,12063.0,2012,Florida,FL,Jackson,13418.0,Mitt Romney,republican,20941,FL
1089,12065.0,2012,Florida,FL,Jefferson,3945.0,Barack Obama,democrat,7808,FL
1093,12067.0,2012,Florida,FL,Lafayette,2668.0,Mitt Romney,republican,3399,FL
1096,12069.0,2012,Florida,FL,Lake,87643.0,Mitt Romney,republican,150811,FL
1099,12071.0,2012,Florida,FL,Lee,154163.0,Mitt Romney,republican,266166,FL
1101,12073.0,2012,Florida,FL,Leon,90881.0,Barack Obama,democrat,148353,FL
1105,12075.0,2012,Florida,FL,Levy,12054.0,Mitt Romney,republican,18399,FL
1108,12077.0,2012,Florida,FL,Liberty,2301.0,Mitt Romney,republican,3284,FL
1111,12079.0,2012,Florida,FL,Madison,4474.0,Mitt Romney,republican,8715,FL
1114,12081.0,2012,Florida,FL,Manatee,85627.0,Mitt Romney,republican,153491,FL
1117,12083.0,2012,Florida,FL,Marion,93043.0,Mitt Romney,republican,161385,FL
1120,12085.0,2012,Florida,FL,Martin,48183.0,Mitt Romney,republican,78873,FL
1122,12086.0,2012,Florida,FL,Miami-Dade,541440.0,Barack Obama,democrat,878314,FL
1125,12087.0,2012,Florida,FL,Monroe,19404.0,Barack Obama,democrat,39057,FL
1129,12089.0,2012,Florida,FL,Nassau,29929.0,Mitt Romney,republican,40528,FL
1132,12091.0,2012,Florida,FL,Okaloosa,70168.0,Mitt Romney,republican,94798,FL
1135,12093.0,2012,Florida,FL,Okeechobee,7328.0,Mitt Romney,republican,12324,FL
1137,12095.0,2012,Florida,FL,Orange,273665.0,Barack Obama,democrat,466359,FL
1140,12097.0,2012,Florida,FL,Osceola,67239.0,Barack Obama,democrat,108698,FL
1143,12099.0,2012,Florida,FL,Palm Beach,349651.0,Barack Obama,democrat,600721,FL
1147,12101.0,2012,Florida,FL,Pasco,112427.0,Mitt Romney,republican,213573,FL
1149,12103.0,2012,Florida,FL,Pinellas,239104.0,Barack Obama,democrat,457702,FL
1153,12105.0,2012,Florida,FL,Polk,131577.0,Mitt Romney,republican,248683,FL
1156,12107.0,2012,Florida,FL,Putnam,19326.0,Mitt Romney,republican,31324,FL
1159,12109.0,2012,Florida,FL,St. Johns,78513.0,Mitt Romney,republican,114795,FL
1161,12111.0,2012,Florida,FL,St. Lucie,65869.0,Barack Obama,democrat,123027,FL
1165,12113.0,2012,Florida,FL,Santa Rosa,58186.0,Mitt Romney,republican,76846,FL
1168,12115.0,2012,Florida,FL,Sarasota,110504.0,Mitt Romney,republican,207480,FL
1171,12117.0,2012,Florida,FL,Seminole,109943.0,Mitt Romney,republican,208620,FL
1174,12119.0,2012,Florida,FL,Sumter,40646.0,Mitt Romney,republican,60479,FL
1177,12121.0,2012,Florida,FL,Suwannee,12672.0,Mitt Romney,republican,17629,FL
1180,12123.0,2012,Florida,FL,Taylor,6249.0,Mitt Romney,republican,9120,FL
1183,12125.0,2012,Florida,FL,Union,3980.0,Mitt Romney,republican,5393,FL
1186,12127.0,2012,Florida,FL,Volusia,117490.0,Mitt Romney,republican,234536,FL
1189,12129.0,2012,Florida,FL,Wakulla,9290.0,Mitt Romney,republican,14660,FL
1192,12131.0,2012,Florida,FL,Walton,21490.0,Mitt Romney,republican,28494,FL
1195,12133.0,2012,Florida,FL,Washington,8038.0,Mitt Romney,republican,10999,FL
1198,13001.0,2012,Georgia,GA,Appling,5233.0,Mitt Romney,republican,7086,GA
1201,13003.0,2012,Georgia,GA,Atkinson,1938.0,Mitt Romney,republican,2902,GA
1204,13005.0,2012,Georgia,GA,Bacon,3093.0,Mitt Romney,republican,3931,GA
1206,13007.0,2012,Georgia,GA,Baker,794.0,Barack Obama,democrat,1589,GA
1209,13009.0,2012,Georgia,GA,Baldwin,8483.0,Barack Obama,democrat,16238,GA
1213,13011.0,2012,Georgia,GA,Banks,5354.0,Mitt Romney,republican,6195,GA
1216,13013.0,2012,Georgia,GA,Barrow,18725.0,Mitt Romney,republican,25199,GA
1219,13015.0,2012,Georgia,GA,Bartow,26876.0,Mitt Romney,republican,35802,GA
1222,13017.0,2012,Georgia,GA,Ben Hill,3396.0,Mitt Romney,republican,5956,GA
1225,13019.0,2012,Georgia,GA,Berrien,4843.0,Mitt Romney,republican,6201,GA
1227,13021.0,2012,Georgia,GA,Bibb,38585.0,Barack Obama,democrat,64718,GA
1231,13023.0,2012,Georgia,GA,Bleckley,3587.0,Mitt Romney,republican,4907,GA
1234,13025.0,2012,Georgia,GA,Brantley,4964.0,Mitt Romney,republican,6002,GA
1237,13027.0,2012,Georgia,GA,Brooks,3554.0,Mitt Romney,republican,6742,GA
1240,13029.0,2012,Georgia,GA,Bryan,9560.0,Mitt Romney,republican,13453,GA
1243,13031.0,2012,Georgia,GA,Bulloch,14174.0,Mitt Romney,republican,24085,GA
1245,13033.0,2012,Georgia,GA,Burke,5405.0,Barack Obama,democrat,9779,GA
1249,13035.0,2012,Georgia,GA,Butts,6306.0,Mitt Romney,republican,9381,GA
1251,13037.0,2012,Georgia,GA,Calhoun,1298.0,Barack Obama,democrat,2188,GA
1255,13039.0,2012,Georgia,GA,Camden,11343.0,Mitt Romney,republican,17983,GA
1258,13043.0,2012,Georgia,GA,Candler,2344.0,Mitt Romney,republican,3528,GA
1261,13045.0,2012,Georgia,GA,Carroll,28280.0,Mitt Romney,republican,41549,GA
1264,13047.0,2012,Georgia,GA,Catoosa,17858.0,Mitt Romney,republican,23678,GA
1267,13049.0,2012,Georgia,GA,Charlton,2527.0,Mitt Romney,republican,3764,GA
1269,13051.0,2012,Georgia,GA,Chatham,60246.0,Barack Obama,democrat,108628,GA
1273,13053.0,2012,Georgia,GA,Chattahoochee,735.0,Mitt Romney,republican,1490,GA
1276,13055.0,2012,Georgia,GA,Chattooga,5452.0,Mitt Romney,republican,7822,GA
1279,13057.0,2012,Georgia,GA,Cherokee,76514.0,Mitt Romney,republican,98220,GA
1281,13059.0,2012,Georgia,GA,Clarke,25431.0,Barack Obama,democrat,40368,GA
1284,13061.0,2012,Georgia,GA,Clay,862.0,Barack Obama,democrat,1402,GA
1287,13063.0,2012,Georgia,GA,Clayton,81479.0,Barack Obama,democrat,96067,GA
1291,13065.0,2012,Georgia,GA,Clinch,1598.0,Mitt Romney,republican,2472,GA
1294,13067.0,2012,Georgia,GA,Cobb,171722.0,Mitt Romney,republican,310116,GA
1297,13069.0,2012,Georgia,GA,Coffee,9248.0,Mitt Romney,republican,14454,GA
1300,13071.0,2012,Georgia,GA,Colquitt,9243.0,Mitt Romney,republican,13328,GA
1303,13073.0,2012,Georgia,GA,Columbia,41765.0,Mitt Romney,republican,58923,GA
1306,13075.0,2012,Georgia,GA,Cook,3935.0,Mitt Romney,republican,6031,GA
1309,13077.0,2012,Georgia,GA,Coweta,39653.0,Mitt Romney,republican,55555,GA
1312,13079.0,2012,Georgia,GA,Crawford,3368.0,Mitt Romney,republican,5133,GA
1315,13081.0,2012,Georgia,GA,Crisp,4182.0,Mitt Romney,republican,7396,GA
1318,13083.0,2012,Georgia,GA,Dade,4471.0,Mitt Romney,republican,6020,GA
1321,13085.0,2012,Georgia,GA,Dawson,8847.0,Mitt Romney,republican,10244,GA
1324,13087.0,2012,Georgia,GA,Decatur,5824.0,Mitt Romney,republican,10485,GA
1326,13089.0,2012,Georgia,GA,DeKalb,238224.0,Barack Obama,democrat,306265,GA
1330,13091.0,2012,Georgia,GA,Dodge,5214.0,Mitt Romney,republican,7733,GA
1332,13093.0,2012,Georgia,GA,Dooly,2285.0,Barack Obama,democrat,4298,GA
1335,13095.0,2012,Georgia,GA,Dougherty,26295.0,Barack Obama,democrat,37919,GA
1338,13097.0,2012,Georgia,GA,Douglas,28441.0,Barack Obama,democrat,55267,GA
1341,13099.0,2012,Georgia,GA,Early,2765.0,Barack Obama,democrat,5353,GA
1345,13101.0,2012,Georgia,GA,Echols,917.0,Mitt Romney,republican,1102,GA
1348,13103.0,2012,Georgia,GA,Effingham,15596.0,Mitt Romney,republican,20816,GA
1351,13105.0,2012,Georgia,GA,Elbert,4859.0,Mitt Romney,republican,8143,GA
1354,13107.0,2012,Georgia,GA,Emanuel,5100.0,Mitt Romney,republican,8083,GA
1357,13109.0,2012,Georgia,GA,Evans,2268.0,Mitt Romney,republican,3563,GA
1360,13111.0,2012,Georgia,GA,Fannin,7857.0,Mitt Romney,republican,10017,GA
1363,13113.0,2012,Georgia,GA,Fayette,38075.0,Mitt Romney,republican,58568,GA
1366,13115.0,2012,Georgia,GA,Floyd,22733.0,Mitt Romney,republican,32829,GA
1369,13117.0,2012,Georgia,GA,Forsyth,65908.0,Mitt Romney,republican,81731,GA
1372,13119.0,2012,Georgia,GA,Franklin,6114.0,Mitt Romney,republican,7762,GA
1374,13121.0,2012,Georgia,GA,Fulton,255470.0,Barack Obama,democrat,397413,GA
1378,13123.0,2012,Georgia,GA,Gilmer,8926.0,Mitt Romney,republican,11018,GA
1381,13125.0,2012,Georgia,GA,Glascock,1135.0,Mitt Romney,republican,1333,GA
1384,13127.0,2012,Georgia,GA,Glynn,20893.0,Mitt Romney,republican,33133,GA
1387,13129.0,2012,Georgia,GA,Gordon,13197.0,Mitt Romney,republican,16897,GA
1390,13131.0,2012,Georgia,GA,Grady,5924.0,Mitt Romney,republican,9396,GA
1393,13133.0,2012,Georgia,GA,Greene,5071.0,Mitt Romney,republican,8323,GA
1396,13135.0,2012,Georgia,GA,Gwinnett,159855.0,Mitt Romney,republican,296728,GA
1399,13137.0,2012,Georgia,GA,Habersham,12166.0,Mitt Romney,republican,14641,GA
1402,13139.0,2012,Georgia,GA,Hall,47481.0,Mitt Romney,republican,61364,GA
1404,13141.0,2012,Georgia,GA,Hancock,3308.0,Barack Obama,democrat,4088,GA
1408,13143.0,2012,Georgia,GA,Haralson,8446.0,Mitt Romney,republican,10376,GA
1411,13145.0,2012,Georgia,GA,Harris,11197.0,Mitt Romney,republican,15488,GA
1414,13147.0,2012,Georgia,GA,Hart,6517.0,Mitt Romney,republican,9511,GA
1417,13149.0,2012,Georgia,GA,Heard,3160.0,Mitt Romney,republican,4172,GA
1420,13151.0,2012,Georgia,GA,Henry,46774.0,Mitt Romney,republican,91378,GA
1423,13153.0,2012,Georgia,GA,Houston,34662.0,Mitt Romney,republican,58056,GA
1426,13155.0,2012,Georgia,GA,Irwin,2538.0,Mitt Romney,republican,3709,GA
1429,13157.0,2012,Georgia,GA,Jackson,19135.0,Mitt Romney,republican,23704,GA
1432,13159.0,2012,Georgia,GA,Jasper,4136.0,Mitt Romney,republican,6031,GA
1435,13161.0,2012,Georgia,GA,Jeff Davis,3996.0,Mitt Romney,republican,5336,GA
1437,13163.0,2012,Georgia,GA,Jefferson,4261.0,Barack Obama,democrat,7298,GA
1441,13165.0,2012,Georgia,GA,Jenkins,1887.0,Mitt Romney,republican,3390,GA
1444,13167.0,2012,Georgia,GA,Johnson,2440.0,Mitt Romney,republican,3772,GA
1447,13169.0,2012,Georgia,GA,Jones,7744.0,Mitt Romney,republican,12105,GA
1450,13171.0,2012,Georgia,GA,Lamar,4899.0,Mitt Romney,republican,7592,GA
1453,13173.0,2012,Georgia,GA,Lanier,1820.0,Mitt Romney,republican,2972,GA
1456,13175.0,2012,Georgia,GA,Laurens,11950.0,Mitt Romney,republican,19604,GA
1459,13177.0,2012,Georgia,GA,Lee,10314.0,Mitt Romney,republican,13628,GA
1461,13179.0,2012,Georgia,GA,Liberty,10457.0,Barack Obama,democrat,16170,GA
1465,13181.0,2012,Georgia,GA,Lincoln,2807.0,Mitt Romney,republican,4426,GA
1468,13183.0,2012,Georgia,GA,Long,2306.0,Mitt Romney,republican,3802,GA
1471,13185.0,2012,Georgia,GA,Lowndes,21327.0,Mitt Romney,republican,39137,GA
1474,13187.0,2012,Georgia,GA,Lumpkin,8647.0,Mitt Romney,republican,10905,GA
1477,13189.0,2012,Georgia,GA,McDuffie,5475.0,Mitt Romney,republican,9592,GA
1480,13191.0,2012,Georgia,GA,McIntosh,3409.0,Mitt Romney,republican,6341,GA
1482,13193.0,2012,Georgia,GA,Macon,3211.0,Barack Obama,democrat,4781,GA
1486,13195.0,2012,Georgia,GA,Madison,8443.0,Mitt Romney,republican,11104,GA
1489,13197.0,2012,Georgia,GA,Marion,1733.0,Mitt Romney,republican,3170,GA
1492,13199.0,2012,Georgia,GA,Meriwether,4856.0,Mitt Romney,republican,9264,GA
1495,13201.0,2012,Georgia,GA,Miller,1905.0,Mitt Romney,republican,2775,GA
1498,13205.0,2012,Georgia,GA,Mitchell,4155.0,Mitt Romney,republican,8275,GA
1501,13207.0,2012,Georgia,GA,Monroe,8361.0,Mitt Romney,republican,12277,GA
1504,13209.0,2012,Georgia,GA,Montgomery,2662.0,Mitt Romney,republican,3832,GA
1507,13211.0,2012,Georgia,GA,Morgan,6186.0,Mitt Romney,republican,9027,GA
1510,13213.0,2012,Georgia,GA,Murray,8443.0,Mitt Romney,republican,11217,GA
1512,13215.0,2012,Georgia,GA,Muscogee,42573.0,Barack Obama,democrat,70603,GA
1515,13217.0,2012,Georgia,GA,Newton,21851.0,Barack Obama,democrat,43234,GA
1519,13219.0,2012,Georgia,GA,Oconee,13098.0,Mitt Romney,republican,17817,GA
1522,13221.0,2012,Georgia,GA,Oglethorpe,4251.0,Mitt Romney,republican,6273,GA
1525,13223.0,2012,Georgia,GA,Paulding,40846.0,Mitt Romney,republican,57399,GA
1527,13225.0,2012,Georgia,GA,Peach,6148.0,Barack Obama,democrat,11516,GA
1531,13227.0,2012,Georgia,GA,Pickens,10547.0,Mitt Romney,republican,12680,GA
1534,13229.0,2012,Georgia,GA,Pierce,5667.0,Mitt Romney,republican,6846,GA
1537,13231.0,2012,Georgia,GA,Pike,6668.0,Mitt Romney,republican,8109,GA
1540,13233.0,2012,Georgia,GA,Polk,9811.0,Mitt Romney,republican,13608,GA
1543,13235.0,2012,Georgia,GA,Pulaski,2444.0,Mitt Romney,republican,3682,GA
1546,13237.0,2012,Georgia,GA,Putnam,6215.0,Mitt Romney,republican,9222,GA
1548,13239.0,2012,Georgia,GA,Quitman,612.0,Barack Obama,democrat,1128,GA
1552,13241.0,2012,Georgia,GA,Rabun,5754.0,Mitt Romney,republican,7463,GA
1554,13243.0,2012,Georgia,GA,Randolph,1770.0,Barack Obama,democrat,3058,GA
1557,13245.0,2012,Georgia,GA,Richmond,52560.0,Barack Obama,democrat,79020,GA
1560,13247.0,2012,Georgia,GA,Rockdale,22023.0,Barack Obama,democrat,38085,GA
1564,13249.0,2012,Georgia,GA,Schley,1286.0,Mitt Romney,republican,1748,GA
1567,13251.0,2012,Georgia,GA,Screven,3287.0,Mitt Romney,republican,6100,GA
1570,13253.0,2012,Georgia,GA,Seminole,2245.0,Mitt Romney,republican,3769,GA
1573,13255.0,2012,Georgia,GA,Spalding,14911.0,Mitt Romney,republican,25088,GA
1576,13257.0,2012,Georgia,GA,Stephens,7221.0,Mitt Romney,republican,9498,GA
1578,13259.0,2012,Georgia,GA,Stewart,1323.0,Barack Obama,democrat,2076,GA
1581,13261.0,2012,Georgia,GA,Sumter,6375.0,Barack Obama,democrat,11831,GA
1584,13263.0,2012,Georgia,GA,Talbot,2265.0,Barack Obama,democrat,3491,GA
1587,13265.0,2012,Georgia,GA,Taliaferro,636.0,Barack Obama,democrat,963,GA
1591,13267.0,2012,Georgia,GA,Tattnall,4706.0,Mitt Romney,republican,6667,GA
1594,13269.0,2012,Georgia,GA,Taylor,1948.0,Mitt Romney,republican,3538,GA
1597,13271.0,2012,Georgia,GA,Telfair,2480.0,Mitt Romney,republican,4336,GA
1599,13273.0,2012,Georgia,GA,Terrell,2544.0,Barack Obama,democrat,4398,GA
1603,13275.0,2012,Georgia,GA,Thomas,11156.0,Mitt Romney,republican,18953,GA
1606,13277.0,2012,Georgia,GA,Tift,9185.0,Mitt Romney,republican,13927,GA
1609,13279.0,2012,Georgia,GA,Toombs,6524.0,Mitt Romney,republican,9344,GA
1612,13281.0,2012,Georgia,GA,Towns,4876.0,Mitt Romney,republican,6211,GA
1615,13283.0,2012,Georgia,GA,Treutlen,1652.0,Mitt Romney,republican,2750,GA
1618,13285.0,2012,Georgia,GA,Troup,15179.0,Mitt Romney,republican,25986,GA
1621,13287.0,2012,Georgia,GA,Turner,2028.0,Mitt Romney,republican,3559,GA
1623,13289.0,2012,Georgia,GA,Twiggs,2270.0,Barack Obama,democrat,4202,GA
1627,13291.0,2012,Georgia,GA,Union,8773.0,Mitt Romney,republican,11079,GA
1630,13293.0,2012,Georgia,GA,Upson,7230.0,Mitt Romney,republican,11263,GA
1633,13295.0,2012,Georgia,GA,Walker,16247.0,Mitt Romney,republican,21896,GA
1636,13297.0,2012,Georgia,GA,Walton,29036.0,Mitt Romney,republican,37612,GA
1639,13299.0,2012,Georgia,GA,Ware,7941.0,Mitt Romney,republican,11939,GA
1641,13301.0,2012,Georgia,GA,Warren,1529.0,Barack Obama,democrat,2526,GA
1644,13303.0,2012,Georgia,GA,Washington,4714.0,Barack Obama,democrat,8808,GA
1648,13305.0,2012,Georgia,GA,Wayne,7557.0,Mitt Romney,republican,10269,GA
1651,13307.0,2012,Georgia,GA,Webster,601.0,Mitt Romney,republican,1187,GA
1654,13309.0,2012,Georgia,GA,Wheeler,1366.0,Mitt Romney,republican,2160,GA
1657,13311.0,2012,Georgia,GA,White,8651.0,Mitt Romney,republican,10488,GA
1660,13313.0,2012,Georgia,GA,Whitfield,19305.0,Mitt Romney,republican,26876,GA
1663,13315.0,2012,Georgia,GA,Wilcox,2053.0,Mitt Romney,republican,3129,GA
1666,13317.0,2012,Georgia,GA,Wilkes,2635.0,Mitt Romney,republican,4761,GA
1669,13319.0,2012,Georgia,GA,Wilkinson,2246.0,Mitt Romney,republican,4450,GA
1672,13321.0,2012,Georgia,GA,Worth,5869.0,Mitt Romney,republican,8419,GA
1674,15001.0,2012,Hawaii,HI,Hawaii,47224.0,Barack Obama,democrat,63454,HI
1677,15003.0,2012,Hawaii,HI,Honolulu,204349.0,Barack Obama,democrat,296742,HI
1680,15007.0,2012,Hawaii,HI,Kauai,18641.0,Barack Obama,democrat,25372,HI
1683,15009.0,2012,Hawaii,HI,Maui,36052.0,Barack Obama,democrat,48653,HI
1687,16001.0,2012,Idaho,ID,Ada,97554.0,Mitt Romney,republican,180546,ID
1690,16003.0,2012,Idaho,ID,Adams,1413.0,Mitt Romney,republican,2060,ID
1693,16005.0,2012,Idaho,ID,Bannock,21010.0,Mitt Romney,republican,35260,ID
1696,16007.0,2012,Idaho,ID,Bear Lake,2489.0,Mitt Romney,republican,2822,ID
1699,16009.0,2012,Idaho,ID,Benewah,2596.0,Mitt Romney,republican,3884,ID
1702,16011.0,2012,Idaho,ID,Bingham,13440.0,Mitt Romney,republican,17603,ID
1704,16013.0,2012,Idaho,ID,Blaine,5992.0,Barack Obama,democrat,10194,ID
1708,16015.0,2012,Idaho,ID,Boise,2284.0,Mitt Romney,republican,3445,ID
1711,16017.0,2012,Idaho,ID,Bonner,11367.0,Mitt Romney,republican,18536,ID
1714,16019.0,2012,Idaho,ID,Bonneville,32276.0,Mitt Romney,republican,43213,ID
1717,16021.0,2012,Idaho,ID,Boundary,3138.0,Mitt Romney,republican,4544,ID
1720,16023.0,2012,Idaho,ID,Butte,1001.0,Mitt Romney,republican,1286,ID
1723,16025.0,2012,Idaho,ID,Camas,402.0,Mitt Romney,republican,578,ID
1726,16027.0,2012,Idaho,ID,Canyon,44369.0,Mitt Romney,republican,66090,ID
1729,16029.0,2012,Idaho,ID,Caribou,2608.0,Mitt Romney,republican,3052,ID
1732,16031.0,2012,Idaho,ID,Cassia,7154.0,Mitt Romney,republican,8396,ID
1735,16033.0,2012,Idaho,ID,Clark,235.0,Mitt Romney,republican,328,ID
1738,16035.0,2012,Idaho,ID,Clearwater,2541.0,Mitt Romney,republican,3696,ID
1741,16037.0,2012,Idaho,ID,Custer,1744.0,Mitt Romney,republican,2352,ID
1744,16039.0,2012,Idaho,ID,Elmore,5227.0,Mitt Romney,republican,8001,ID
1747,16041.0,2012,Idaho,ID,Franklin,5195.0,Mitt Romney,republican,5600,ID
1750,16043.0,2012,Idaho,ID,Fremont,4907.0,Mitt Romney,republican,5802,ID
1753,16045.0,2012,Idaho,ID,Gem,5311.0,Mitt Romney,republican,7490,ID
1756,16047.0,2012,Idaho,ID,Gooding,3696.0,Mitt Romney,republican,5118,ID
1759,16049.0,2012,Idaho,ID,Idaho,5921.0,Mitt Romney,republican,7837,ID
1762,16051.0,2012,Idaho,ID,Jefferson,9895.0,Mitt Romney,republican,11381,ID
1765,16053.0,2012,Idaho,ID,Jerome,4804.0,Mitt Romney,republican,6681,ID
1768,16055.0,2012,Idaho,ID,Kootenai,39381.0,Mitt Romney,republican,59828,ID
1770,16057.0,2012,Idaho,ID,Latah,8306.0,Barack Obama,democrat,16759,ID
